source_id	title	year	authors	doi	citation_key	zotero_item_key	attachment_keys	candidate_families	catalogue_class	screening_disposition	reason
zotero:LIW75EB5	Conductor Sizing and Temperature Rise Calculation Considering Multi-Stage Faults	2018-00-00 2018	Baki Cetindag; Farid P Dawalibi; Jie Liu; Simon Fortin; Stéphane Baron; Maxime Daigle; Fahmi Ncibi			LIW75EB5	GWRKXC4B;TFFKEYA7		library-sweep:2026-09-05	out-of-scope	The title and available text concern a thermal, loss, or ampacity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:U2ESH9WU	Efficient ground grid designs in layered soils	1998-07-00 7/1998	Hyung-Soo Lee; Jung-Hoon Kim; F.P. Dawalibi; Jinxi Ma	10.1109/61.686969		U2ESH9WU	DHKQH8DU	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:S8MJ7TN6	HIFREQ Multi-Region Soil Computations in CorrCad	2019-00-00 2019	Yexu Li; Hayden Meade; Jack Niu			S8MJ7TN6	2UB4PWEY;ENN32PKI	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:523HPZLY	Maximum undergrounding degree of HV subtransmission networks as dictated by unscheduled power flows	2013-11-00 11/2013	Stefano Lauria; Francesco Palone	10.1049/iet-gtd.2012.0295		523HPZLY	XIU48KNR		library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:6JHXCKPF	On the image representation of the quasi-static fields of a line current source above the ground	1969-12-01 1969-12-01	James R. Wait; Kenneth P. Spies	10.1139/p69-334		6JHXCKPF	MCF75AT6;ZHMNTQ67	external-impedance	library-sweep:2026-09-05	duplicate	The normalized title matches screened ledger row catalogue:C017; this alternate Zotero item or attachment is not counted again.
zotero:6RFH84LT	Reliability assessment of dynamic line rating methods based on conductor temperature estimation	2024-08-00 08/2024	M.A. González-Cagigal; José A. Rosendo-Macías; Alfonso Bachiller-Soler; Juan Carlos del-Pino-López	10.1016/j.epsr.2024.110449		6RFH84LT	MMF2S7PK		library-sweep:2026-09-05	out-of-scope	The title and available text concern a thermal, loss, or ampacity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:5JZ3K893	RTE experiences with the insertion of long EHVAC insulated cables		Y Vernay; S Deschanvres; Y Fillion			5JZ3K893	3VPZ8HSV		library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a line or cable application; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:F9CL7P68	06193 - Use of an Integrated CIPS/DCVG Survey in the ECDA Process		S M Segall; P Eng			F9CL7P68	8C3REA9M	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:SNVQNVM2	09132 - DCVG - Analysis of practical limits and suggestions for improvements		L Bortels; P J Stehouwer; K Dijkstra			SNVQNVM2	4LAJAUH9	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:CAI62J27	09139 - INTERPRETATION OF CIS POTENTIAL PROFILE WITH RESPECT TO ECDA METHODOLOGY		Randy L Hodge; A Gaston			CAI62J27	2QTIPE8T	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:WGGVZJIX	100110238_001-rev-j-electricity-transmission-costs-and-characteristics_final-full					WGGVZJIX	WGGVZJIX		library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:SJ66SKFW	109-Electromagnetic-Transient analysis in the Laplace-domain through the QD algorithm					SJ66SKFW	SJ66SKFW		library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a transient, fault, lightning, or harmonic-system calculation; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:TJY3HIWW	143-Air-Insulated Substation – Comparison Between Two Lightning Model Approaches					TJY3HIWW	TJY3HIWW		library-sweep:2026-09-05	out-of-scope	The title and available text concern a transient, fault, lightning, or harmonic-system calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:X4X6S5XK	22-A Transient Based Phase Selection Method for Transmission Line Protection					X4X6S5XK	X4X6S5XK		library-sweep:2026-09-05	out-of-scope	The title and available text concern a transient, fault, lightning, or harmonic-system calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:TVFP43BJ	23 PREDICTION OF STRAY DC INTERFERENCE FROM IMPRESSED CURRENT CATHODIC PROTECTION SYSTEMS USING HIFREQ	2019-00-00 2019	Doug Gilroy			TVFP43BJ	8EMNDTJX;SANERYAE	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:Y3PDGI36	24-Analysis and evaluation of Intersystem Fault in a Hybrid ACDC Power System and its impact on the Protection System					Y3PDGI36	Y3PDGI36		library-sweep:2026-09-05	out-of-scope	The title and available text concern a transient, fault, lightning, or harmonic-system calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:PUBQG4FU	35110 AC Corrosion State-of-the-Art Corrosion Rate Mechanism and Mitigation Requirements (24242-SG)					PUBQG4FU	PUBQG4FU	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an application outside the indexed formula families; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:S4JGTZVV	3D Thermal Analysis of Complex Cable Crossings		P Zairis; D Chatzipetros; T Liangou; K Bitsi; A I Chrysochos			S4JGTZVV	QLTZ5LTZ		library-sweep:2026-09-05	out-of-scope	The title and available text concern a thermal, loss, or ampacity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:HI8ZUWP4	51-FDTD Analysis of Distribution Line Voltages Induced by Non-Vertical Lightning					HI8ZUWP4	HI8ZUWP4	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a transient, fault, lightning, or harmonic-system calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:67FAG64I	59-Traveling Wave-Based Hybrid Line Faulted Section Detection A Practical Approach					67FAG64I	67FAG64I		library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a transient, fault, lightning, or harmonic-system calculation; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:D2E6MWRU	623					D2E6MWRU	D2E6MWRU		library-sweep:2026-09-05	duplicate	No independent publication or formula is associated with this attachment or container row.
zotero:DEQ5PJ6A	63-Comparative Analysis of Lightning Voltage Surge in Tall and Conventional Transmission Towers					DEQ5PJ6A	DEQ5PJ6A	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a transient, fault, lightning, or harmonic-system calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:NTGRW243	69-Application of Line Surge Arresters on Transmission Lines in Croatian Power System					NTGRW243	NTGRW243		library-sweep:2026-09-05	out-of-scope	The title and available text concern a transient, fault, lightning, or harmonic-system calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:MP5PPDQM	98-Resonant Overvoltages in the 35 kV Compensated Network under Single-Phase Short-Circuit Conditions in the 110 kV Supply Network					MP5PPDQM	MP5PPDQM		library-sweep:2026-09-05	out-of-scope	The title and available text concern a transient, fault, lightning, or harmonic-system calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:9EKT8ACC	A New Concept for Calibration of Capacitive Voltage Transformers using PMU Measurements		Hemantkumar Goklani			9EKT8ACC	EYDIT9E5		library-sweep:2026-09-05	out-of-scope	The title and available text concern an application outside the indexed formula families; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:NQBZRENF	A New Interface for FCDIST	2017-00-00 2017	Nathalie Dawalibi			NQBZRENF	9E68MEK8;REJPIBTM		library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:KS35HRAC	A novel pilot protection scheme for LCC-HVDC transmission lines based on smoothing-reactor voltage	2019-03-00 03/2019	Yongli Li; Yunke Zhang; Jinzhao Song; Liang Zeng; Jingqiu Zhang	10.1016/j.epsr.2018.12.012		KS35HRAC	XKGRBX2F		library-sweep:2026-09-05	out-of-scope	The title and available text concern a transient, fault, lightning, or harmonic-system calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:X6FUDI5R	A Simple EM Fields, Pipeline Inductions Analysis Using SESTLC PRO					X6FUDI5R	X6FUDI5R		library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:DN7FLSYS	AC Corrosion on Metallic Pipelines due to interference from AC Power Lines					DN7FLSYS	DN7FLSYS	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:5J5JCGH9	AC induced corrosion on onshore pipelines, a case history					5J5JCGH9	5J5JCGH9	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:VMPYYXH2	AC interference on pipelines due to double circuit power lines: A detailed study	2013-10-00 10/2013	Dan D. Micu; Georgios C. Christoforidis; Levente Czumbil	10.1016/j.epsr.2013.04.008		VMPYYXH2	YK2A7Z2I	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:QXRTRNJB	add9831					QXRTRNJB	QXRTRNJB	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:39ZSXYQB	Advanced Analysis of HVDC Electrodes Interference on Neighboring Pipelines	2015-00-00 2015	Yu Gong; Chunlin Xue; Zhilei Yuan; Yexu Li; Farid Paul Dawalibi	10.4236/jpee.2015.34045		39ZSXYQB	9JI3SREY;D9C4NUBK	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:NWC3WVEM	Advanced Grounding System Analysis for a Large Substation Accounting for Aboveground Bus Bars		Farid Paul			NWC3WVEM	3U55NYWX;KF72C6J5	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:SKXE2S6M	An interpolation-based solution to use low sampling rate records in traveling wave-based fault location methods	2023-11-00 11/2023	E.P.A. Ribeiro; F.V. Lopes; K.M. Silva; A.G. Martins-Britto; Raphael L.A. Reis; Caio M. Moraes; Rodrigo L. Agostinho; Marco A.M. Rodrigues	10.1016/j.epsr.2023.109605		SKXE2S6M	5G5UE8K4		library-sweep:2026-09-05	out-of-scope	The title and available text concern a transient, fault, lightning, or harmonic-system calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
